OrderID,ClientName,ServiceType,OrderDate,CompletionDate,Revenue,Cost,Status
2261.0,Delta Corp,BI Report,2024-05-24,2024-06-19,55721,37836.0,In Progress
2262.0,XYZ Pvt,Consulting,2024-06-04,2024-05-02,51069,17831.0,Done
2263.0,abc LTD,Data Cleanup,2024-01-14,2024-06-15,68270,,Pending
2264.0,ABC ltd,Consulting,2024-06-10,2024-08-01,26227,47222.0,Pending
,DELTA corp,BI Report,2024-04-21,2024-03-12,54587,50816.0,Done
2266.0,Delta Corp,Data Cleanup,2024-03-15,2024-04-22,76720,49882.0,In Progress
2267.0,DELTA corp,Automation,2024-04-06,2024-06-27,59550,62039.0,In Progress
2268.0,XYZ Pvt,Consulting,2024-04-30,2024-03-31,83305,71346.0,Done
2269.0,Xyz pvt,BI Report,2024-02-24,2024-02-03,91028,59056.0,Done
2270.0,abc LTD,Automation,2024-04-26,2024-03-05,68651,25196.0,Done
2271.0,ABC ltd,BI Report,2024-04-02,2024-02-28,66332,12999.0,In Progress
2272.0,abc LTD,Data Cleanup,2024-02-06,2024-04-07,83881,32026.0,Done
2273.0,Xyz pvt,Data Cleanup,2024-01-26,2024-03-14,83201,9730.0,Pending
,ABC ltd,Consulting,2024-03-07,2024-07-25,39807,66175.0,Done
2275.0,Xyz pvt,BI Report,2024-03-24,2024-07-25,58552,76960.0,Pending
2276.0,abc LTD,BI Report,2024-06-28,2024-05-01,92902,70834.0,Pending
2277.0,XYZ Pvt,BI Report,2024-01-18,2024-01-14,89861,,Done
2278.0,abc LTD,Data Cleanup,2024-01-27,2024-05-10,85976,75743.0,Pending
2279.0,abc LTD,Consulting,2024-01-31,2024-08-05,108758,86567.0,In Progress
2280.0,abc LTD,BI Report,2024-04-15,2024-03-22,72300,36008.0,Done
2281.0,Delta Corp,BI Report,2024-05-08,2024-01-15,41951,76904.0,In Progress
2282.0,Xyz pvt,Automation,2024-01-06,2024-04-16,35264,75763.0,In Progress
2283.0,Xyz pvt,BI Report,2024-01-11,2024-07-26,34121,56522.0,Pending
,DELTA corp,Consulting,2024-06-10,2024-07-19,99351,,In Progress
2285.0,Xyz pvt,Automation,2024-01-18,2024-03-03,65539,38322.0,In Progress
2286.0,DELTA corp,Automation,2024-01-21,2024-04-27,45311,20817.0,Done
2287.0,Delta Corp,Automation,2024-01-19,2024-07-03,57397,54474.0,Done
2288.0,XYZ Pvt,Data Cleanup,2024-01-04,2024-06-15,34749,55130.0,In Progress
,DELTA corp,Automation,2024-03-17,2024-04-20,44218,,Pending
2290.0,abc LTD,BI Report,2024-04-25,2024-02-09,96069,39157.0,Pending
2291.0,XYZ Pvt,Data Cleanup,2024-06-05,2024-04-17,66591,8188.0,Done
2292.0,Delta Corp,Data Cleanup,2024-01-25,2024-04-17,59133,17414.0,Done
2293.0,Xyz pvt,Data Cleanup,2024-03-17,2024-06-14,59867,14746.0,Done
2294.0,DELTA corp,Data Cleanup,2024-06-03,2024-07-23,16316,22331.0,Pending
2295.0,abc LTD,Data Cleanup,2024-02-18,2024-06-13,52972,84790.0,Done
2296.0,ABC ltd,Data Cleanup,2024-03-05,2024-07-06,101924,83753.0,In Progress
2297.0,ABC ltd,Data Cleanup,2024-06-14,2024-04-11,94048,89119.0,Pending
2298.0,XYZ Pvt,Automation,2024-03-23,2024-05-20,81220,45380.0,In Progress
2299.0,Xyz pvt,Consulting,2024-06-28,2024-06-27,107700,42318.0,Done
2300.0,ABC ltd,BI Report,2024-01-01,2024-05-26,119744,23800.0,Pending
,XYZ Pvt,BI Report,2024-06-16,2024-05-20,92271,35492.0,Done
2302.0,Delta Corp,Automation,2024-03-21,2024-04-20,116391,13233.0,Pending
2303.0,XYZ Pvt,Automation,2024-01-21,2024-03-16,57635,30019.0,Done
2304.0,XYZ Pvt,Data Cleanup,2024-03-26,2024-03-22,66265,19447.0,Pending
2305.0,XYZ Pvt,Consulting,2024-01-15,2024-02-28,65109,87572.0,Pending
2306.0,abc LTD,Data Cleanup,2024-02-19,2024-01-26,119082,,Pending
2307.0,XYZ Pvt,Automation,2024-02-17,2024-04-25,63797,40801.0,In Progress
2308.0,DELTA corp,Data Cleanup,2024-06-08,2024-03-20,23079,32871.0,Done
2309.0,XYZ Pvt,BI Report,2024-02-18,2024-01-19,75887,35076.0,Done
2310.0,abc LTD,BI Report,2024-04-17,2024-07-26,37412,9429.0,Pending
2311.0,abc LTD,Data Cleanup,2024-02-14,2024-01-07,50862,18381.0,In Progress
2312.0,Delta Corp,Consulting,2024-02-01,2024-07-12,99727,9987.0,Pending
2313.0,Xyz pvt,Data Cleanup,2024-05-11,2024-04-22,29821,27266.0,Done
2314.0,ABC ltd,Data Cleanup,2024-04-06,2024-05-29,88118,67053.0,Done
2315.0,ABC ltd,Consulting,2024-03-20,2024-03-23,89548,85425.0,Pending
2316.0,XYZ Pvt,Consulting,2024-05-25,2024-02-22,48655,56477.0,Pending
2317.0,Delta Corp,Consulting,2024-02-23,2024-04-05,59688,9547.0,Pending
2318.0,XYZ Pvt,BI Report,2024-05-06,2024-05-20,119319,,Done
2319.0,ABC ltd,Data Cleanup,2024-06-23,2024-07-07,69576,63859.0,Pending
2320.0,abc LTD,Automation,2024-05-13,2024-01-22,95066,62457.0,Pending
2321.0,Xyz pvt,Consulting,2024-03-06,2024-07-20,100913,87086.0,Done
2322.0,Delta Corp,Consulting,2024-05-16,2024-01-17,67236,13174.0,Pending
2323.0,abc LTD,Data Cleanup,2024-04-18,2024-06-19,60221,28187.0,In Progress
2324.0,Xyz pvt,Automation,2024-01-23,2024-05-30,102189,69031.0,Done
2325.0,Delta Corp,Data Cleanup,2024-04-16,2024-01-31,100916,11938.0,Pending
2326.0,Delta Corp,Data Cleanup,2024-06-19,2024-02-11,81092,68833.0,Pending
2327.0,ABC ltd,Consulting,2024-02-20,2024-03-15,69445,9471.0,Done
2328.0,abc LTD,Consulting,2024-03-12,2024-06-22,107326,65155.0,Done
2329.0,Delta Corp,BI Report,2024-04-12,2024-03-24,23900,24721.0,In Progress
2330.0,DELTA corp,Automation,2024-06-01,2024-06-23,48485,80587.0,Pending
2331.0,Delta Corp,Automation,2024-03-20,2024-04-04,116969,72305.0,Pending
2332.0,Xyz pvt,Consulting,2024-06-11,2024-07-27,28891,15444.0,Pending
2333.0,ABC ltd,Consulting,2024-05-24,2024-02-15,30014,75928.0,Done
2334.0,XYZ Pvt,Consulting,2024-01-18,2024-06-28,87083,23729.0,Done
2335.0,ABC ltd,Automation,2024-06-03,2024-05-26,52964,41744.0,Done
2336.0,XYZ Pvt,BI Report,2024-05-22,2024-05-13,66171,62130.0,Pending
2337.0,abc LTD,Automation,2024-03-21,2024-01-22,110468,44836.0,Pending
2338.0,abc LTD,Consulting,2024-04-16,2024-07-06,59739,83431.0,Done
2339.0,Delta Corp,Consulting,2024-03-09,2024-02-27,100799,,In Progress
,DELTA corp,BI Report,2024-03-20,2024-05-02,99856,76945.0,Pending
2341.0,abc LTD,Data Cleanup,2024-05-22,2024-04-23,58374,20744.0,In Progress
2342.0,Delta Corp,Data Cleanup,2024-02-11,2024-06-12,54459,75085.0,Done
2343.0,ABC ltd,Automation,2024-02-03,2024-07-13,22045,88621.0,Pending
2344.0,abc LTD,Data Cleanup,2024-02-17,2024-05-20,58255,52467.0,In Progress
2345.0,ABC ltd,Data Cleanup,2024-05-15,2024-06-11,66965,28845.0,Pending
2346.0,ABC ltd,Automation,2024-05-17,2024-03-22,16237,88272.0,In Progress
2347.0,DELTA corp,Consulting,2024-01-05,2024-03-25,67195,43389.0,Pending
2348.0,abc LTD,Data Cleanup,2024-04-25,2024-07-17,119776,10529.0,In Progress
2349.0,ABC ltd,Consulting,2024-06-24,2024-02-19,51326,51117.0,In Progress
,DELTA corp,Automation,2024-04-26,2024-01-23,20293,64314.0,Done
2351.0,DELTA corp,Consulting,2024-06-02,2024-04-13,40274,,Done
2352.0,abc LTD,Consulting,2024-04-17,2024-06-26,34237,16351.0,In Progress
2353.0,DELTA corp,Automation,2024-01-23,2024-05-31,108920,84536.0,Pending
2354.0,abc LTD,Consulting,2024-03-02,2024-07-28,111529,50959.0,In Progress
2355.0,abc LTD,Data Cleanup,2024-01-13,2024-03-13,93347,30949.0,Pending
2356.0,XYZ Pvt,Data Cleanup,2024-05-16,2024-03-28,33229,35569.0,Pending
2357.0,ABC ltd,Data Cleanup,2024-01-20,2024-02-24,119666,64108.0,Pending
2358.0,Xyz pvt,Data Cleanup,2024-04-01,2024-01-30,93847,27318.0,Pending
2359.0,abc LTD,Consulting,2024-04-17,2024-06-19,103576,26695.0,Done
2360.0,ABC ltd,Data Cleanup,2024-05-31,2024-05-05,71718,88704.0,In Progress
2361.0,DELTA corp,Consulting,2024-04-17,2024-06-17,83718,45096.0,Pending
2362.0,Delta Corp,BI Report,2024-02-02,2024-03-13,64615,,Done
2363.0,abc LTD,Consulting,2024-05-27,2024-03-01,86296,,Pending
2364.0,DELTA corp,Data Cleanup,2024-06-24,2024-02-13,87796,12430.0,Pending
2365.0,DELTA corp,BI Report,2024-03-04,2024-03-08,113754,36927.0,Done
2366.0,DELTA corp,Automation,2024-01-30,2024-05-12,16915,68411.0,Done
2367.0,DELTA corp,Consulting,2024-04-17,2024-05-19,89651,16963.0,Pending
2368.0,DELTA corp,Data Cleanup,2024-03-13,2024-05-06,67774,52271.0,In Progress
2369.0,abc LTD,Data Cleanup,2024-04-18,2024-07-09,22076,86134.0,Done
2370.0,Xyz pvt,Data Cleanup,2024-05-24,2024-07-31,95350,17786.0,In Progress
2371.0,XYZ Pvt,Automation,2024-04-09,2024-03-04,48083,84457.0,Pending
2372.0,DELTA corp,BI Report,2024-01-14,2024-02-22,68918,50241.0,Pending
2373.0,DELTA corp,BI Report,2024-01-19,2024-05-17,19793,55232.0,Pending
2374.0,XYZ Pvt,Data Cleanup,2024-03-11,2024-08-07,65528,19020.0,Pending
2375.0,abc LTD,Consulting,2024-02-28,2024-02-10,81798,,Pending
2376.0,ABC ltd,Data Cleanup,2024-04-06,2024-04-02,24319,37461.0,Pending
2377.0,Delta Corp,Data Cleanup,2024-02-13,2024-01-30,28194,22352.0,In Progress
2378.0,Delta Corp,Consulting,2024-06-08,2024-06-26,34309,63994.0,Done
2379.0,ABC ltd,Data Cleanup,2024-04-20,2024-01-24,73396,,Pending
2380.0,abc LTD,Automation,2024-01-11,2024-05-19,109296,62250.0,Done
2381.0,Delta Corp,Data Cleanup,2024-04-15,2024-07-09,41998,86661.0,In Progress
2382.0,XYZ Pvt,Automation,2024-01-02,2024-08-01,18468,27202.0,Pending
2383.0,ABC ltd,Data Cleanup,2024-05-04,2024-03-11,27651,50232.0,Pending
2384.0,Xyz pvt,BI Report,2024-05-24,2024-03-25,35405,74245.0,Done
2385.0,abc LTD,Consulting,2024-04-03,2024-06-20,29482,14992.0,Done
2386.0,ABC ltd,BI Report,2024-06-16,2024-05-09,19409,34354.0,Done
2387.0,Delta Corp,Data Cleanup,2024-06-22,2024-05-30,81083,86769.0,Pending
2388.0,abc LTD,Data Cleanup,2024-04-02,2024-04-17,118195,12590.0,Done
2389.0,XYZ Pvt,Automation,2024-01-04,2024-05-13,100443,21718.0,Done
2390.0,abc LTD,Data Cleanup,2024-06-14,2024-07-14,38426,21105.0,In Progress
2391.0,abc LTD,Data Cleanup,2024-03-03,2024-05-15,69757,13081.0,Pending
2392.0,XYZ Pvt,Data Cleanup,2024-01-29,2024-05-11,29436,67967.0,Pending
2393.0,DELTA corp,BI Report,2024-01-19,2024-01-26,31490,28384.0,Pending
2394.0,XYZ Pvt,Automation,2024-03-31,2024-05-10,67136,78081.0,Done
2395.0,abc LTD,BI Report,2024-01-29,2024-05-08,43962,13339.0,In Progress
2396.0,XYZ Pvt,Automation,2024-06-11,2024-06-11,118772,23353.0,Done
2397.0,DELTA corp,BI Report,2024-04-25,2024-01-16,44288,67487.0,Pending
2398.0,ABC ltd,Data Cleanup,2024-03-10,2024-01-27,37236,34376.0,Done
2399.0,XYZ Pvt,BI Report,2024-05-02,2024-04-25,29923,12302.0,Pending
2400.0,XYZ Pvt,BI Report,2024-01-23,2024-05-09,81786,9809.0,Done
2401.0,abc LTD,Automation,2024-02-15,2024-03-02,70891,13830.0,Done
2402.0,ABC ltd,Automation,2024-06-20,2024-04-03,28264,26381.0,Pending
,Xyz pvt,BI Report,2024-06-24,2024-05-15,82147,,Done
2404.0,Xyz pvt,Automation,2024-06-28,2024-06-11,22928,75666.0,Pending
2405.0,Delta Corp,Automation,2024-01-08,2024-05-12,49558,12412.0,Done
2406.0,XYZ Pvt,Automation,2024-03-06,2024-02-19,71369,84420.0,Done
2407.0,XYZ Pvt,Consulting,2024-06-16,2024-02-10,81403,68520.0,Done
2408.0,ABC ltd,Automation,2024-06-07,2024-04-01,112225,63665.0,Pending
2409.0,DELTA corp,Consulting,2024-06-24,2024-05-02,60213,54775.0,Done
2410.0,Xyz pvt,Consulting,2024-04-09,2024-03-17,113631,55733.0,Done
2411.0,Delta Corp,Automation,2024-03-01,2024-07-15,18816,30707.0,In Progress
2412.0,ABC ltd,BI Report,2024-04-21,2024-07-05,113162,38478.0,In Progress
2413.0,XYZ Pvt,Automation,2024-02-21,2024-03-13,50916,14745.0,Pending
2414.0,Xyz pvt,Data Cleanup,2024-06-14,2024-07-01,62838,45970.0,Pending
2415.0,Delta Corp,BI Report,2024-02-05,2024-04-17,26573,19882.0,Pending
2416.0,abc LTD,Consulting,2024-04-21,2024-06-12,58334,85300.0,Pending
,Xyz pvt,Consulting,2024-03-27,2024-02-03,99475,77979.0,Done
2418.0,Delta Corp,BI Report,2024-03-25,2024-07-10,80364,21583.0,Done
2419.0,ABC ltd,BI Report,2024-01-13,2024-06-17,28157,49290.0,Pending
2420.0,abc LTD,Automation,2024-06-13,2024-07-28,24322,61857.0,Pending
2421.0,Delta Corp,Consulting,2024-02-16,2024-04-19,17482,83672.0,In Progress
2422.0,Delta Corp,Data Cleanup,2024-03-30,2024-03-18,50867,28342.0,Pending
,XYZ Pvt,Automation,2024-01-22,2024-05-03,94211,61816.0,In Progress
2424.0,DELTA corp,BI Report,2024-06-15,2024-03-30,110956,83412.0,Pending
2425.0,Xyz pvt,Consulting,2024-02-27,2024-07-18,92271,,Pending
2426.0,XYZ Pvt,BI Report,2024-01-30,2024-04-03,94386,8746.0,Done
,abc LTD,BI Report,2024-05-25,2024-04-03,21732,32330.0,Pending
2428.0,DELTA corp,BI Report,2024-04-15,2024-03-21,55753,,In Progress
2429.0,Delta Corp,Automation,2024-05-25,2024-05-23,119358,50344.0,Done
2430.0,XYZ Pvt,Data Cleanup,2024-03-14,2024-04-30,49422,36606.0,In Progress
2431.0,DELTA corp,Data Cleanup,2024-06-15,2024-05-23,113267,62473.0,Pending
2432.0,Xyz pvt,Consulting,2024-04-03,2024-06-07,91964,17210.0,Done
2433.0,abc LTD,BI Report,2024-06-02,2024-02-27,71284,88615.0,In Progress
2434.0,ABC ltd,Data Cleanup,2024-03-11,2024-05-26,26311,,Pending
2435.0,XYZ Pvt,BI Report,2024-01-07,2024-03-09,84269,36687.0,In Progress
,abc LTD,Consulting,2024-03-05,2024-07-31,54579,80684.0,Pending
2437.0,ABC ltd,BI Report,2024-02-15,2024-05-22,88878,86391.0,In Progress
2438.0,XYZ Pvt,Data Cleanup,2024-01-18,2024-02-05,91000,23473.0,Pending
2439.0,abc LTD,BI Report,2024-05-20,2024-02-10,63514,59176.0,In Progress
2440.0,abc LTD,Data Cleanup,2024-06-01,2024-01-15,60311,72579.0,Done
2441.0,DELTA corp,Consulting,2024-01-08,2024-01-31,25300,38285.0,Pending
2442.0,XYZ Pvt,BI Report,2024-03-14,2024-01-25,80375,,Pending
2443.0,abc LTD,Data Cleanup,2024-06-08,2024-05-09,49563,22219.0,In Progress
2444.0,Delta Corp,Consulting,2024-05-24,2024-02-18,63960,59863.0,Pending
2445.0,XYZ Pvt,BI Report,2024-04-11,2024-03-07,94244,52006.0,Done
2446.0,abc LTD,Consulting,2024-03-19,2024-07-24,43090,64170.0,In Progress
2447.0,DELTA corp,Data Cleanup,2024-03-19,2024-03-24,31328,66798.0,In Progress
2448.0,ABC ltd,BI Report,2024-04-30,2024-01-14,41654,47965.0,In Progress
2449.0,ABC ltd,BI Report,2024-06-24,2024-03-16,21214,42470.0,Done
2450.0,Delta Corp,BI Report,2024-03-03,2024-04-04,72740,72147.0,Done
2451.0,XYZ Pvt,Consulting,2024-02-09,2024-01-29,79949,47984.0,Pending
2452.0,DELTA corp,Consulting,2024-03-24,2024-05-24,53913,53380.0,In Progress
2453.0,abc LTD,Data Cleanup,2024-01-15,2024-03-05,42552,79860.0,Done
2454.0,abc LTD,Automation,2024-04-08,2024-03-29,50377,81849.0,Pending
,ABC ltd,BI Report,2024-05-13,2024-05-04,40734,55227.0,Done
2456.0,DELTA corp,BI Report,2024-04-30,2024-03-23,105257,32603.0,Done
2457.0,Delta Corp,Data Cleanup,2024-03-03,2024-08-06,33610,26508.0,Done
2458.0,ABC ltd,BI Report,2024-05-15,2024-01-21,72607,,Pending
2459.0,ABC ltd,Consulting,2024-05-07,2024-02-03,94158,28161.0,Done
2460.0,Delta Corp,Consulting,2024-04-21,2024-06-13,43875,37730.0,Done
2461.0,XYZ Pvt,BI Report,2024-04-20,2024-08-03,70082,86259.0,Done
2462.0,abc LTD,BI Report,2024-02-01,2024-05-03,38226,89009.0,In Progress
2463.0,XYZ Pvt,Consulting,2024-02-14,2024-02-09,42677,9085.0,Done
2464.0,DELTA corp,BI Report,2024-05-01,2024-02-17,25298,26869.0,In Progress
2465.0,Xyz pvt,Consulting,2024-06-28,2024-04-10,50848,23771.0,Done
,Xyz pvt,Automation,2024-03-22,2024-05-03,114291,49060.0,In Progress
2467.0,Xyz pvt,Automation,2024-01-13,2024-02-27,78654,83882.0,Done
2468.0,Delta Corp,BI Report,2024-01-24,2024-01-25,32744,29462.0,In Progress
2469.0,ABC ltd,BI Report,2024-06-16,2024-04-29,38434,27432.0,In Progress
2470.0,XYZ Pvt,BI Report,2024-01-14,2024-08-04,63001,,In Progress
2471.0,abc LTD,Consulting,2024-03-10,2024-01-13,82262,37697.0,Done
2472.0,Xyz pvt,Automation,2024-03-02,2024-05-06,74633,60974.0,Pending
2473.0,XYZ Pvt,Automation,2024-04-29,2024-02-16,63917,13611.0,In Progress
2474.0,Xyz pvt,Data Cleanup,2024-03-29,2024-03-22,94804,30393.0,In Progress
2475.0,Xyz pvt,Data Cleanup,2024-01-01,2024-03-15,61745,13263.0,In Progress
2476.0,abc LTD,BI Report,2024-05-05,2024-04-25,15907,29954.0,In Progress
2477.0,DELTA corp,Consulting,2024-02-01,2024-01-21,106295,19996.0,In Progress
2478.0,DELTA corp,BI Report,2024-05-20,2024-03-14,73602,18805.0,Pending
2479.0,DELTA corp,Automation,2024-06-09,2024-02-27,28764,82643.0,Done
2480.0,Delta Corp,BI Report,2024-02-01,2024-06-26,39409,84003.0,Pending
2481.0,ABC ltd,BI Report,2024-02-25,2024-07-02,23390,29024.0,Done
2482.0,Delta Corp,Automation,2024-05-31,2024-01-11,45172,49607.0,Pending
2483.0,XYZ Pvt,Automation,2024-03-31,2024-05-07,115759,85806.0,Done
,Delta Corp,Automation,2024-01-04,2024-02-07,118512,87423.0,In Progress
2485.0,XYZ Pvt,Automation,2024-01-23,2024-07-30,55542,20324.0,Done
2486.0,XYZ Pvt,Data Cleanup,2024-01-29,2024-01-20,62324,8723.0,Done
2487.0,ABC ltd,Consulting,2024-04-07,2024-01-19,63196,66323.0,In Progress
2488.0,abc LTD,Consulting,2024-05-28,2024-06-20,83901,81811.0,In Progress
2489.0,ABC ltd,Automation,2024-01-30,2024-03-08,40836,,Done
2490.0,DELTA corp,Consulting,2024-03-30,2024-01-10,109090,9365.0,Done
2491.0,DELTA corp,Consulting,2024-05-27,2024-05-05,36663,65893.0,In Progress
2492.0,Delta Corp,Consulting,2024-05-23,2024-04-04,20951,54427.0,Pending
2493.0,XYZ Pvt,Consulting,2024-03-07,2024-08-01,30175,35338.0,In Progress
2494.0,Xyz pvt,Automation,2024-06-25,2024-04-21,26027,,Done
2495.0,Xyz pvt,BI Report,2024-04-10,2024-07-03,90630,12682.0,Done
2496.0,XYZ Pvt,BI Report,2024-02-27,2024-01-21,103617,79496.0,Done
2497.0,ABC ltd,BI Report,2024-06-20,2024-04-13,27167,32727.0,In Progress
2498.0,abc LTD,Data Cleanup,2024-01-25,2024-06-19,89305,32073.0,In Progress
2499.0,ABC ltd,Consulting,2024-01-23,2024-02-27,38060,27882.0,Pending
2500.0,XYZ Pvt,Automation,2024-05-08,2024-08-07,81556,56232.0,Done
2501.0,XYZ Pvt,Automation,2024-04-06,2024-03-22,92381,67556.0,Done
2502.0,abc LTD,Data Cleanup,2024-05-22,2024-04-07,117148,60137.0,In Progress
,Delta Corp,Automation,2024-05-07,2024-07-04,116877,53054.0,Done
2504.0,Delta Corp,BI Report,2024-03-21,2024-06-27,25485,75103.0,Pending
2505.0,abc LTD,Data Cleanup,2024-06-28,2024-04-12,118746,32787.0,In Progress
2506.0,Delta Corp,Automation,2024-06-17,2024-04-12,88450,70181.0,Done
2507.0,Xyz pvt,Data Cleanup,2024-06-20,2024-05-27,23802,34755.0,In Progress
2508.0,Delta Corp,Data Cleanup,2024-01-04,2024-03-04,48314,44959.0,In Progress
2509.0,Delta Corp,Automation,2024-05-14,2024-07-01,63298,83254.0,Pending
2510.0,Delta Corp,BI Report,2024-02-15,2024-05-21,34565,45903.0,In Progress
2511.0,Xyz pvt,Automation,2024-01-09,2024-01-31,108153,67046.0,Done
2512.0,Delta Corp,Consulting,2024-06-09,2024-01-08,106145,47519.0,Pending
2513.0,DELTA corp,Consulting,2024-02-02,2024-04-14,59233,,In Progress
,Xyz pvt,Automation,2024-03-24,2024-02-21,100907,15174.0,Done
2515.0,abc LTD,BI Report,2024-05-11,2024-01-10,63384,26103.0,In Progress
,ABC ltd,Consulting,2024-03-05,2024-03-07,67485,16061.0,In Progress
2517.0,abc LTD,Consulting,2024-04-15,2024-08-04,99660,21265.0,Pending
2518.0,ABC ltd,Automation,2024-02-03,2024-03-29,93253,,Pending
2519.0,abc LTD,Automation,2024-03-25,2024-05-17,77970,25993.0,Pending
2520.0,DELTA corp,Automation,2024-03-28,2024-05-22,52669,66219.0,Pending
2521.0,ABC ltd,Data Cleanup,2024-06-01,2024-03-25,41272,80250.0,Done
2522.0,ABC ltd,Data Cleanup,2024-02-24,2024-03-08,26842,45877.0,In Progress
2523.0,XYZ Pvt,Data Cleanup,2024-05-16,2024-01-30,79099,86285.0,Pending
2524.0,ABC ltd,Automation,2024-01-17,2024-02-18,119012,89424.0,Done
2525.0,ABC ltd,BI Report,2024-05-28,2024-06-06,17082,24020.0,Pending
2526.0,XYZ Pvt,Consulting,2024-05-20,2024-06-11,68804,42821.0,In Progress
2527.0,Delta Corp,Data Cleanup,2024-05-10,2024-01-19,41261,81299.0,Pending
2528.0,Delta Corp,BI Report,2024-01-04,2024-03-31,101506,54000.0,In Progress
2529.0,XYZ Pvt,Automation,2024-01-07,2024-06-24,24795,40851.0,In Progress
2530.0,Xyz pvt,Data Cleanup,2024-01-26,2024-06-09,60309,24025.0,Done
2531.0,ABC ltd,Automation,2024-01-24,2024-01-24,76456,23431.0,Pending
2532.0,ABC ltd,BI Report,2024-01-10,2024-04-16,113564,51179.0,Pending
2533.0,XYZ Pvt,Data Cleanup,2024-01-13,2024-06-23,35180,49658.0,In Progress
2534.0,XYZ Pvt,Data Cleanup,2024-05-04,2024-01-25,78288,38992.0,Pending
2535.0,Xyz pvt,Data Cleanup,2024-06-20,2024-08-06,61335,53585.0,In Progress
2536.0,DELTA corp,Data Cleanup,2024-02-08,2024-03-24,107887,73191.0,Done
2537.0,Delta Corp,BI Report,2024-05-26,2024-05-23,119286,64401.0,Pending
2538.0,abc LTD,Data Cleanup,2024-06-27,2024-07-05,48268,50058.0,In Progress
2539.0,DELTA corp,Consulting,2024-01-19,2024-04-12,81551,80108.0,Pending
2540.0,Delta Corp,Consulting,2024-03-16,2024-05-05,39489,64779.0,Pending
2541.0,ABC ltd,Automation,2024-02-21,2024-06-05,74398,43662.0,Done
2542.0,DELTA corp,Data Cleanup,2024-06-23,2024-07-21,117267,44185.0,In Progress
2543.0,XYZ Pvt,Consulting,2024-04-29,2024-01-22,69470,15810.0,Done
2544.0,Xyz pvt,Consulting,2024-06-06,2024-06-09,92402,86210.0,Done
2545.0,Delta Corp,Consulting,2024-02-15,2024-02-24,116010,,Done
2546.0,Xyz pvt,BI Report,2024-05-28,2024-07-06,95808,81416.0,In Progress
2547.0,Delta Corp,Data Cleanup,2024-03-15,2024-07-24,47161,86186.0,In Progress
2548.0,DELTA corp,BI Report,2024-05-03,2024-01-15,82635,42883.0,Pending
,ABC ltd,BI Report,2024-02-17,2024-06-02,86922,47349.0,In Progress
2550.0,abc LTD,Consulting,2024-03-02,2024-03-03,85874,60215.0,Done
2551.0,Xyz pvt,Consulting,2024-02-27,2024-06-15,75361,46419.0,In Progress
2552.0,Xyz pvt,Automation,2024-01-18,2024-04-09,88836,75342.0,Pending
2553.0,abc LTD,Data Cleanup,2024-04-17,2024-04-21,75766,72806.0,Done
2554.0,Xyz pvt,Data Cleanup,2024-02-17,2024-06-24,36400,32871.0,Pending
2555.0,Xyz pvt,Consulting,2024-03-03,2024-05-23,39641,,In Progress
2556.0,Delta Corp,Consulting,2024-01-12,2024-02-07,67233,56991.0,Pending
2557.0,Delta Corp,Data Cleanup,2024-02-03,2024-07-09,84833,55136.0,Pending
2558.0,abc LTD,Automation,2024-04-11,2024-02-20,34332,79029.0,In Progress
2559.0,ABC ltd,Consulting,2024-03-27,2024-07-12,30201,,Pending
2560.0,DELTA corp,Automation,2024-01-25,2024-07-13,60382,12650.0,In Progress
2561.0,DELTA corp,BI Report,2024-05-11,2024-05-13,61129,65278.0,Done
2562.0,Xyz pvt,Consulting,2024-05-20,2024-06-02,48808,52835.0,Pending
2563.0,ABC ltd,BI Report,2024-06-18,2024-03-07,93346,24225.0,Done
2564.0,abc LTD,Consulting,2024-02-18,2024-07-15,88524,53360.0,In Progress
2565.0,abc LTD,BI Report,2024-03-18,2024-04-01,71625,74328.0,In Progress
2566.0,Delta Corp,Consulting,2024-06-23,2024-03-18,55327,61343.0,Pending
2567.0,Xyz pvt,Automation,2024-05-15,2024-07-07,34579,72008.0,Pending
2568.0,XYZ Pvt,Automation,2024-02-24,2024-01-06,36483,65573.0,In Progress
2569.0,abc LTD,Automation,2024-01-18,2024-01-26,15503,59932.0,In Progress
2570.0,Xyz pvt,BI Report,2024-02-04,2024-01-27,85880,28881.0,Done
2571.0,ABC ltd,Automation,2024-06-08,2024-07-05,23947,41557.0,Done
2572.0,Delta Corp,BI Report,2024-05-31,2024-01-09,24533,77730.0,Pending
2573.0,DELTA corp,Consulting,2024-01-07,2024-03-10,62576,86094.0,Pending
2574.0,ABC ltd,BI Report,2024-01-13,2024-07-02,55916,69324.0,Pending
2575.0,abc LTD,Consulting,2024-05-05,2024-07-25,61923,28841.0,Pending
2576.0,abc LTD,Data Cleanup,2024-04-21,2024-03-08,70162,21475.0,Pending
,ABC ltd,Data Cleanup,2024-03-09,2024-05-27,95729,14671.0,Pending
2578.0,abc LTD,Data Cleanup,2024-04-09,2024-02-10,81917,68584.0,Pending
2579.0,Xyz pvt,BI Report,2024-03-30,2024-02-03,22012,39764.0,Pending
2580.0,abc LTD,Data Cleanup,2024-02-11,2024-07-03,30213,61787.0,Done
2581.0,Delta Corp,Data Cleanup,2024-04-18,2024-06-27,42563,13961.0,In Progress
2582.0,Xyz pvt,Data Cleanup,2024-06-07,2024-03-14,30212,63890.0,In Progress
